Project Name,Principal Investigator,Scientific Program,Product Name,Status,Status Date,User Program,Proposal,JGI Project Id,Taxonomy ID,NCBI Project Id,Genbank,ENA,SRA,Sequencing Project ID,Analysis project ID,Project Manager,Portal ID,IMG Portal,Mycocosm Portal,Phytozome Portal
Eucalyptus NA CCA0612 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455846,3932,,,,,1456993 ,1455847 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_24_FD"",""EucNAsequencing_24_FD"")",,,
Eucalyptus NA CCA0618 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455854,3932,,,,,1456997 ,1455855 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_23_FD"",""EucNAsequencing_23_FD"")",,,
Eucalyptus NA CCA0680 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455900,3932,,,,,1457020 ,1455901 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_42_FD"",""EucNAsequencing_42_FD"")",,,
Eucalyptus NA CCA1189 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455952,3932,,,,,1457046 ,1455953 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_40_FD"",""EucNAsequencing_40_FD"")",,,
Eucalyptus NA CCA1224 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455964,3932,,,,,1457052 ,1455965 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_41_FD"",""EucNAsequencing_41_FD"")",,,
Eucalyptus NA CCA1246 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455990,3932,,,,,1457065 ,1455991 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_37_FD"",""EucNAsequencing_37_FD"")",,,
Eucalyptus NA CCA1262 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456000,3932,,,,,1457070 ,1456001 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_39_FD"",""EucNAsequencing_39_FD"")",,,
Eucalyptus NA CCA1265 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456002,3932,,,,,1457071 ,1456003 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_38_FD"",""EucNAsequencing_38_FD"")",,,
Eucalyptus NA CCA1310 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456032,3932,,,,,1457086 ,1456033 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_34_FD"",""EucNAsequencing_34_FD"")",,,
Eucalyptus NA CCA1311 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456034,3932,,,,,1457087 ,1456035 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_35_FD"",""EucNAsequencing_35_FD"")",,,
Eucalyptus NA CCA1336 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456046,3932,,,,,1457093 ,1456047 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_36_FD"",""EucNAsequencing_36_FD"")",,,
Eucalyptus NA CCA1372 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456074,3932,,,,,1457107 ,1456075 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_32_FD"",""EucNAsequencing_32_FD"")",,,
Eucalyptus NA CCA1395 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456090,3932,,,,,1457115 ,1456091 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_33_FD"",""EucNAsequencing_33_FD"")",,,
Eucalyptus NA CCA1421 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456110,3932,,,,,1457125 ,1456111 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_66_FD"",""EucNAsequencing_66_FD"")",,,
Eucalyptus NA CCA1520 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456182,3932,,,,,1457161 ,1456183 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_60_FD"",""EucNAsequencing_60_FD"")",,,
Eucalyptus NA CCA1542 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456198,3932,,,,,1457169 ,1456199 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_61_FD"",""EucNAsequencing_61_FD"")",,,
Eucalyptus NA CCA1548 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456202,3932,,,,,1457171 ,1456203 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_63_FD"",""EucNAsequencing_63_FD"")",,,
Eucalyptus NA CCA1550 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456204,3932,,,,,1457172 ,1456205 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_62_FD"",""EucNAsequencing_62_FD"")",,,
Eucalyptus NA CCA1562 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456214,3932,,,,,1457177 ,1456215 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_65_FD"",""EucNAsequencing_65_FD"")",,,
Eucalyptus NA CCA1563 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456216,3932,,,,,1457178 ,1456217 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_64_FD"",""EucNAsequencing_64_FD"")",,,
Eucalyptus NA CCA1581 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456232,3932,,,,,1457186 ,1456233 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_55_FD"",""EucNAsequencing_55_FD"")",,,
Eucalyptus NA CCA1583 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456234,3932,,,,,1457187 ,1456235 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_54_FD"",""EucNAsequencing_54_FD"")",,,
Eucalyptus NA CCA1609 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456252,3932,,,,,1457196 ,1456253 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_56_FD"",""EucNAsequencing_56_FD"")",,,
Eucalyptus NA CCA1610 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456254,3932,,,,,1457197 ,1456255 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_59_FD"",""EucNAsequencing_59_FD"")",,,
Eucalyptus NA CCA1611 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456256,3932,,,,,1457198 ,1456257 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_58_FD"",""EucNAsequencing_58_FD"")",,,
Eucalyptus NA CCA1637 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456280,3932,,,,,1457210 ,1456281 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_45_FD"",""EucNAsequencing_45_FD"")",,,
Eucalyptus NA CCA1641 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456286,3932,,,,,1457213 ,1456287 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_46_FD"",""EucNAsequencing_46_FD"")",,,
Eucalyptus NA CCA1682 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456316,3932,,,,,1457228 ,1456317 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_44_FD"",""EucNAsequencing_44_FD"")",,,
Eucalyptus NA CCA2851 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456362,3932,,,,,1457251 ,1456363 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_22_FD"",""EucNAsequencing_22_FD"")",,,
Eucalyptus NA CCA2924 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456412,3932,,,,,1457276 ,1456413 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_21_FD"",""EucNAsequencing_21_FD"")",,,
Eucalyptus NA CCA3004 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456472,3932,,,,,1457306 ,1456473 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_5_FD"",""EucNAsequencing_5_FD"")",,,
Eucalyptus NA CCA6030 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455312,3932,,,,,1456726 ,1455313 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_52_FD"",""EucNAsequencing_52_FD"")",,,
Eucalyptus NA CCA6031 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455310,3932,,,,,1456725 ,1455311 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_53_FD"",""EucNAsequencing_53_FD"")",,,
Eucalyptus NA CCA6079 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455342,3932,,,,,1456741 ,1455343 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_50_FD"",""EucNAsequencing_50_FD"")",,,
Eucalyptus NA CCA6088 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455350,3932,,,,,1456745 ,1455351 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_51_FD"",""EucNAsequencing_51_FD"")",,,
Eucalyptus NA CCA6677 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455894,3932,,,,,1457017 ,1455895 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_43_FD"",""EucNAsequencing_43_FD"")",,,
Eucalyptus absita CCA1184 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455948,1711125,,,,,1457044 ,1455949 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucabssequencing_2_FD"",""Eucabssequencing_2_FD"")",,,
Eucalyptus acies CCA6062 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455332,424432,,,,,1456736 ,1455333 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucacisequencing_3_FD"",""Eucacisequencing_3_FD"")",,,
Eucalyptus adesmophloia CCA0294 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455594,3932,,,,,1456867 ,1455595 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucadesequencing_2_FD"",""Eucadesequencing_2_FD"")",,,
Eucalyptus aenea CCA1437 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456122,2884848,,,,,1457131 ,1456123 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucaensequencing_3_FD"",""Eucaensequencing_3_FD"")",,,
Eucalyptus aequioperta CCA5851 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-08-15,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455124,1711130,,,,,1456632 ,1455125 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucaeqsequencing_3_FD"",""Eucaeqsequencing_3_FD"")",,,
Eucalyptus agglomerata CCA3015 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456480,453218,,,,,1457310 ,1456481 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucaggsequencing_FD"",""Eucaggsequencing_FD"")",,,
Eucalyptus aggregata CCA1636 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456278,1711131,,,,,1457209 ,1456279 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucaggsequencing_2_FD"",""Eucaggsequencing_2_FD"")",,,
Eucalyptus alaticaulis CCA1270 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456006,1629600,,,,,1457073 ,1456007 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucalasequencing_4_FD"",""Eucalasequencing_4_FD"")",,,
Eucalyptus alatissima CCA0014 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455370,3932,,,,,1456755 ,1455371 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucalasequencing_5_FD"",""Eucalasequencing_5_FD"")",,,
Eucalyptus alatissima CCA2846 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456358,3932,,,,,1457249 ,1456359 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucalasequencing_3_FD"",""Eucalasequencing_3_FD"")",,,
Eucalyptus albens ABG E. albens Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1454888,183809,,,,,1456514 ,1454889 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucalbsequencing_12_FD"",""Eucalbsequencing_12_FD"")",,,
Eucalyptus albens CCA2856 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456366,183809,,,,,1457253 ,1456367 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucalbsequencing_7_FD"",""Eucalbsequencing_7_FD"")",,,
Eucalyptus albopurpurea CCA0662 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455886,1711133,,,,,1457013 ,1455887 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucalbsequencing_10_FD"",""Eucalbsequencing_10_FD"")",,,
