project_name	principal_investigator	scientific_program	product_name	status	status_date	user_program	proposal	jgi_project_id	taxonomy_id	sequencing_project_id	analysis_project_id	project_manager	portal_id	field_id	folder_name	row_tree	current_name	voucher	provenance	rownum	year_planted	treenum	dnnumber	field_comments	date	field_determination	location	description	latitude	longitude	genus	subgenus	section	series	subseries	species	subspecies	tip_label
Corymbia polycarpa CCA5901 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455240	183806	1456690	1455241	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Corpolsequencing_5_FD"",""Corpolsequencing_5_FD"")	CCA5901	Corpolsequencing_5_FD	R340/T05	Corymbia polycarpa	DN 6961	Daly Waters, NT	340	2017	5	6961		2015-04-29	Eucalyptus sp. Cable Haul Road	Kitchener to Tjuntjunjarra road, west of Cable Haul Road, Western Australia.	Erect-stemmed mallee to 6 metres tall. Bark rough for 1-2 metres, dark grey (like Eucalytpus hypolaena), smooth above. Leaves variable in gloss from plant to plant, dull to quite glossy, mostly green but some new growth lightly blue-green. No parts glaucous. Common here on slightly undulating red sand with Eucalyptus sp. Kitchener, E. gongylocarpa, E. platycorys, E. youngiana and E. mannensis subsp. mannensis in mallee shrubland. PERTH Photos of several plants.	-30.5925	124.357777777778	Corymbia	Corymbia	Corymbia	'Dorsiventrales' ms		polycarpa		C_polycarpa_1
Corymbia polycarpa CCA5902 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455242	183806	1456691	1455243	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Corpolsequencing_6_FD"",""Corpolsequencing_6_FD"")	CCA5902	Corpolsequencing_6_FD	R340/T06	Corymbia polycarpa	DN 6961	Daly Waters, NT	340	2017	6	6961		2015-04-29	Eucalyptus sp. Cable Haul Road	Kitchener to Tjuntjunjarra road, west of Cable Haul Road, Western Australia.	Erect-stemmed mallee to 6 metres tall. Bark rough for 1-2 metres, dark grey (like Eucalytpus hypolaena), smooth above. Leaves variable in gloss from plant to plant, dull to quite glossy, mostly green but some new growth lightly blue-green. No parts glaucous. Common here on slightly undulating red sand with Eucalyptus sp. Kitchener, E. gongylocarpa, E. platycorys, E. youngiana and E. mannensis subsp. mannensis in mallee shrubland. PERTH Photos of several plants.	-30.5925	124.357777777778	Corymbia	Corymbia	Corymbia	'Dorsiventrales' ms		polycarpa		C_polycarpa_2
Corymbia ptychocarpa CCA5905 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455256	360302	1456698	1455257	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Corptysequencing_2_FD"",""Corptysequencing_2_FD"")	CCA5905	Corptysequencing_2_FD	R340/T09	Corymbia ptychocarpa subsp. ptychocarpa	DN 1912	King Leopold Ranges, WA	340	2017	9	1912		1996-10-13	Corymbia ptychocarpa subsp. ptychocarpa	March Fly Glen Creek just north-east of Mount Bell on Gibb River Road, WA	Scraggly tree 12m tall. Bark rough, tessellated, dark grey-brown to twigs. Leaves discolourous, slightly glossy, dark green above. Growing beside creek with Eucalyptus houseana, E. miniata and Corymbia polycarpa. PERTH	-17.1633333333333	125.310833333333	Corymbia	Corymbia	Corymbia	'Dorsiventrales' ms		ptychocarpa	ptychocarpa	C_ptychocarpa_ptychocarpa
Corymbia rhodops CCA1674 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456308	360303	1457224	1456309	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Corrhosequencing_FD"",""Corrhosequencing_FD"")	CCA1674	Corrhosequencing_FD	R094/T23	Corymbia rhodops	DN 1306	Herberton, Qld	94	1996	23	1306		1995-04-13	Corymbia rhodops	Between Herberton and Irvinebank, Queensland.	Scraggly tree 6 metres tall. Bark rough, tessellated, grey. Leaves discolorous, glossy, green.  Growing on a ridge with Corymbia abergiana, C. citriodora, Eucalyptus reducta and E. cloeziana. Photo AD	-17.3855555555556	145.336111111111	Corymbia	Corymbia	Corymbia	'Dorsiventrales' ms		rhodops		C_rhodops
Corymbia scabrida CCA1554 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456210	368762	1457175	1456211	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Corscasequencing_FD"",""Corscasequencing_FD"")	CCA1554	Corscasequencing_FD	R089/T11	Corymbia scabrida	DN 1278	Springsure, Qld	89	1996	11	1278		1995-04-11	Corymbia scabrida	South-west of Springsure, Queensland.	Tree 8 metres tall. Bark rough, tessellated and flaky, orange-brown. Leaves dull, light green, scabrid. Growing with Eucalyptus melanophloia subsp. melanophloia, Corymbia dolichocarpa and E. populnea. Photo AD	-24.3652777777778	147.3925	Corymbia	Blakella	Naviculares			scabrida		C_scabrida
Eucalyptus NA CCA1542 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456198	3932	1457169	1456199	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_61_FD"",""EucNAsequencing_61_FD"")	CCA1542	EucNAsequencing_61_FD	R088/T32	Corymbia setosa subsp. pedicellaris x C. brachycarpa	DN 1286	Jericho, Qld	88	1996	32	1286		1995-04-11	Corymbia setosa subsp. pedicellaris	Between Barcaldine and Jericho, Queensland.	Scraggly tree 4 m tall. Bark rough, thick and chunky like cardboard. Leaves setose, dull, blue-green. On red sand with Eucalyptus melanophloia and E. ammophila. Photo AD	-23.56	145.718333333333								C_setosa_pedicellaris_x_C_brachycarpa
Corymbia setosa CCA6050 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455324		1456732	1455325	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Corsetsequencing_2_FD"",""Corsetsequencing_2_FD"")	CCA6050	Corsetsequencing_2_FD	R345/T14	Corymbia setosa subsp. setosa	DN 2441	Renner Springs, NT	345	2017	14	2441		1998-09-25	Corymbia setosa subsp. setosa	Renner Springs area on the Stuart Highway, Northern Territory.	Scraggy tree-mallee 5 m tall. Bark rough, tessellated, grey-brown. Leaves dull, slightly blue-green, slightly setose. Branchlets setose. Fruit scaly. Growing on red sand with Eucalyptus chlorophylla and E. pruinosa. AD Photos	-18.2883333333333	133.778333333333	Corymbia	Corymbia	Corymbia	'Terminalipterae' ms		setosa	setosa	C_setosa_setosa
Corymbia sphaerica CCA6056 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455328		1456734	1455329	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Corsphsequencing_2_FD"",""Corsphsequencing_2_FD"")	CCA6056	Corsphsequencing_2_FD	R345/T20	Corymbia sphaerica	DN 2437	Barrow Creek, NT	345	2017	20	2437		1998-09-24	Corymbia sphaerica	Between Barrow Creek and Wauchope on the Stuart Highway, Northern Territory.	Tree 5 m tall. Bark rough throughout, tessellated, yellow-brown. Leaves dull, slightly blue-green. Growing on red sandy rise with Eucalyptus pachyphylla. AD, CANB Photos	-21.2208333333333	134.1325	Corymbia	Corymbia	Corymbia	'Terminalipterae' ms		sphaerica		C_sphaerica
Corymbia terminalis CCA1399 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456092	368764	1457116	1456093	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Cortersequencing_3_FD"",""Cortersequencing_3_FD"")	CCA1399	Cortersequencing_3_FD	R082/T06	Corymbia terminalis	DN 2120	Charleville, Qld	82	1998	6	2120		1997-12-16	Corymbia terminalis	West of Charleville towards Quilpie, Queensland.	Tree 6 metres tall. Bark rough, thin, tessellated, grey over red-brown. Leaves + concolorous, slightly glossy, green. Growing on a rise with mulga. AD	-26.6533333333333	145.563611111111	Corymbia	Corymbia	Corymbia	'Isobilaterales' ms	'Limitaneae' ms	terminalis		C_terminalis
Corymbia tessellaris CCA5927 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455234	34330	1456687	1455235	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Cortessequencing_4_FD"",""Cortessequencing_4_FD"")	CCA5927	Cortessequencing_4_FD	R341/T02	Corymbia tessellaris	-	Unknown, Qld	341	2017	2									Corymbia	Blakella	Abbreviatae	'Tessellatae' ms		tessellaris		C_tessellaris_1
Corymbia tessellaris CCA5928 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455232	34330	1456686	1455233	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Cortessequencing_5_FD"",""Cortessequencing_5_FD"")	CCA5928	Cortessequencing_5_FD	R341/T03	Corymbia tessellaris	-	Unknown, Qld	341	2017	3									Corymbia	Blakella	Abbreviatae	'Tessellatae' ms		tessellaris		C_tessellaris_2
Corymbia tessellaris CCA5929 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455230	34330	1456685	1455231	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Cortessequencing_6_FD"",""Cortessequencing_6_FD"")	CCA5929	Cortessequencing_6_FD	R341/T04	Corymbia tessellaris	-	Unknown, Qld	341	2017	4									Corymbia	Blakella	Abbreviatae	'Tessellatae' ms		tessellaris		C_tessellaris_3
Corymbia trachyphloia CCA1440 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456124	183807	1457132	1456125	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Cortrasequencing_8_FD"",""Cortrasequencing_8_FD"")	CCA1440	Cortrasequencing_8_FD	R084/T25	Corymbia trachyphloia subsp. amphistomatica	DN 2084	Gungal, NSW	84	1998	25	2084		1997-12-11	Corymbia trachyphloia subsp. amphistomatica	Goulburn River National Park, far eastern section, New South Wales.	Tree 7 metres tall. Bark rough throughout, tessellated, grey over yellowish. Leaves discolorous, dull, slightly blue-green above.  Growing in sandy soil on rocky ridge. AD	-32.2563888888889	150.432222222222	Corymbia	Corymbia	Corymbia	'Trachyphloiae' ms		trachyphloia	amphistomatica	C_trachyphloia_amphistomatica
Corymbia trachyphloia CCA5935 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-08-15	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455222	183807	1456681	1455223	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Cortrasequencing_6_FD"",""Cortrasequencing_6_FD"")	CCA5935	Cortrasequencing_6_FD	R341/T10	Corymbia trachyphloia subsp. trachyphloia	DN 714	Goodwood, Qld	341	2017	10	714		1993-12-09	Corymbia trachyphloia subsp. trachyphloia	North-east of Childers, Queensland.	Tree 12 metres tall. Bark rough, tessellated, grey-brown. Leaves discolorous, glossy and green above. Dominant here, growing with Eucalyptus latisinensis. AD	-25.1763888888889	152.368611111111	Corymbia	Corymbia	Corymbia	'Trachyphloiae' ms		trachyphloia	trachyphloia	C_trachyphloia_trachyphloia_1
Corymbia trachyphloia CCA5936 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-08-15	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455220	183807	1456680	1455221	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Cortrasequencing_7_FD"",""Cortrasequencing_7_FD"")	CCA5936	Cortrasequencing_7_FD	R341/T11	Corymbia trachyphloia subsp. trachyphloia	DN 714	Goodwood, Qld	341	2017	11	714		1993-12-09	Corymbia trachyphloia subsp. trachyphloia	North-east of Childers, Queensland.	Tree 12 metres tall. Bark rough, tessellated, grey-brown. Leaves discolorous, glossy and green above. Dominant here, growing with Eucalyptus latisinensis. AD	-25.1763888888889	152.368611111111	Corymbia	Corymbia	Corymbia	'Trachyphloiae' ms		trachyphloia	trachyphloia	C_trachyphloia_trachyphloia_2
Corymbia variegata CCA1612 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456258		1457199	1456259	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Corvarsequencing_FD"",""Corvarsequencing_FD"")	CCA1612	Corvarsequencing_FD	R091/T12	Corymbia variegata	DN 1246	Drake, NSW	91	1996	12	1246		1995-04-08	Corymbia variegata	East of Drake on Bruxner Highway, New South Wales.	Tree 18 metres tall. Bark smooth, spotted grey over cream. Leaves glossy, light green.  Growing on ridge with Eucalyptus fibrosa, E. crebra, E. interstans and E. apothalassica. Photo of a different tree. AD	-28.8938888888889	152.476666666667	Corymbia	Blakella	Maculatae			variegata		C_variegata
Eucalyptus absita CCA1184 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455948	1711125	1457044	1455949	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucabssequencing_2_FD"",""Eucabssequencing_2_FD"")	CCA1184	Eucabssequencing_2_FD	R068/T10	Eucalyptus absita	DN 1154	Badgingarra, WA	68	1995	10	1154		1994-11-25	Eucalyptus absita		Mallee 5m tall. Bark rough, grey for about 1m then smooth grey and olive tan. Leaves glossy, green. Clump of about 15 mallees in low heath. A Photo	-30.4369444444444	115.575555555556	Eucalyptus	Symphyomyrtus	Adnataria	Lucasianae		absita		E_absita
Eucalyptus acies CCA6062 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455332	424432	1456736	1455333	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucacisequencing_3_FD"",""Eucacisequencing_3_FD"")	CCA6062	Eucacisequencing_3_FD	R345/T28	Eucalyptus acies	DN 225	Cheyne Beach, WA	345	2017	28	225		1992-12-10	Eucalyptus acies	C 500m S along track from Cheyne Beach kiosk/store	Small effuse mallee to 2.5m tall growing in heath. Leaves dull to slightly glossy green leaves. In early to peak flowering period.	-34.8897222222222	118.406944444444	Eucalyptus	Eucalyptus	'Frutices' ms	Proximae		acies		E_acies
Eucalyptus adesmophloia CCA0294 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455594	3932	1456867	1455595	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucadesequencing_2_FD"",""Eucadesequencing_2_FD"")	CCA0294	Eucadesequencing_2_FD	R021/T06	Eucalyptus adesmophloia	DN 216	Beaufort Inlet, WA	21	1993	6	216		1992-12-09	Eucalyptus adesmophloia		Large spreading mallee. Bark smooth becoming flaky at 1-2m. In full flower. Very common.	-34.4272222222222	118.88	Eucalyptus	Symphyomyrtus	Bisectae	Falcatae	Decipientes	adesmophloia		E_adesmophloia
Eucalyptus aenea CCA1437 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456122	2884848	1457131	1456123	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucaensequencing_3_FD"",""Eucaensequencing_3_FD"")	CCA1437	Eucaensequencing_3_FD	R084/T18	Eucalyptus aenea	DN 2083	Gungal, NSW	84	1998	18	2083		1997-12-11	Eucalyptus aenea	Goulburn River National Park, far eastern section, New South Wales.	Whipstick mallee 6 m tall. Bark smooth, coppery-grey. Leaves very glossy, dark green, new growth also glossy. Growing with E. sideroxylon on ridge saddle. AD, CANB Photo	-32.2927777777778	150.411111111111	Eucalyptus	Symphyomyrtus	Adnataria	Subbuxeales		aenea		E_aenea
Eucalyptus aequioperta CCA5851 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-08-15	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455124	1711130	1456632	1455125	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucaeqsequencing_3_FD"",""Eucaeqsequencing_3_FD"")	CCA5851	Eucaeqsequencing_3_FD	R319/T17	Eucalyptus aequioperta	DN 5458	Warralakin Rd, WA	319	2011	17	5458		2010-03-19	Eucalyptus aequioperta	Warralakin Rd, just N of Stoneman Rd, Western Australia.	Multi-stemmed tree to 7 m tall. Bark rough for 2 to 3 m, thick, moderately-fissured, hard-fibrous, grey; smooth above, grey over coppery-tan. Leaves glossy, green. On reddish loam with Eucalyptus longicornis, E. salubris and E. yilgarnensis. CANB, PERTH + seed + photos	-31.2219444444444	118.592222222222	Eucalyptus	Symphyomyrtus	Dumaria	Ovulares		aequioperta		E_aequioperta
Eucalyptus NA CCA0319 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455652	3932	1456896	1455653	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_6_FD"",""EucNAsequencing_6_FD"")	CCA0319	EucNAsequencing_6_FD	R022/T12	Eucalyptus aequioperta x E. sheathiana	DN 307	Mt Walker, WA	22	1993	12	307		1992-12-13	Eucalyptus aequioperta?	Just east of Mt Walker, north of Hyden, Western Australia.	Large mallee to 10m tall . Rough dark grey bark to 1m then smooth light grey above. Glossy green leaves. Growing with E. salmonophloia.	-32.0705555555556	118.758333333333								E_aequioperta_x_E_sheathiana
Eucalyptus agglomerata CCA3015 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-29	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456480	453218	1457310	1456481	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucaggsequencing_FD"",""Eucaggsequencing_FD"")	CCA3015	Eucaggsequencing_FD	R140/T15	Eucalyptus agglomerata	DN 1754	Nelligen, NSW	140	1997	15	1754		1996-04-20	Eucalyptus agglomerata	Between Batemans Bay and Braidwood, NSW	Tree 15m tall. Bark rough, stringy, grey over red -brown. Leaves glossy, dark blue - green. On rocky rise with E. seiberi. AD	-35.5480555555556	149.984166666667	Eucalyptus	Eucalyptus	Eucalyptus	Pachyphloiae		agglomerata		E_agglomerata
